,Player,Translated,Compounded_polarity,Sentiment
28659,MS Dhoni,"lots of congrulation,s to #CSK nd his skipper @msdhoni ON WINNNING this mega event of cricket @IPL ,

 #IPL2018Final",0.0,Neutral
28661,MS Dhoni,"Seventh T20 tournament win for MS Dhoni....
IPL- 3 
CLT20- 2 
World T20- 1 
Asia Cup T20-1

No other captain has wo… https://t.co/ylG7DmFlMA",3.8179999999999996,Positive
28669,MS Dhoni,That’s the comeback of CSK..congratulations CSK for third IPL title...#IPL2018Final..#MSDhoni #iamraina..,0.0,Neutral
28691,MS Dhoni,"RT @pariloveskryan: It was an amazing Victoryyy !
Wohooooo CSK won 😍
Dhoni is the best ever captain any team could ever have ♥

#CSKvSRH #I…",9.184,Positive
28698,MS Dhoni,"टीम चेन्नई को IPL जीतने पर बधाई, धोनी से बेहतर कोई नहीं, dhoni is the best captain in the world. #IPL2018Final",6.369,Positive
28712,MS Dhoni,"Superb Watson,

Congrats @CskIPLTeam
@msdhoni 
#IPL2018Final",8.176,Positive
28721,MS Dhoni,#IPL2018Final Congrats #CSK @ChennaiIPL for winning the tittle 🏆 . Brilliant cool captaincy @msdhoni and great team… https://t.co/jhTtbmzvoz,9.517,Positive
28749,MS Dhoni,@msdhoni you beauty. Proud of you THALA #IPL2018Final https://t.co/k6Y3owr7F4,7.845,Positive
28759,MS Dhoni,"What a season, what a finale, 
What a Captain #Dhoni

Brilliant inning by #Watson
Amazing Team Work

#IPL2018Final",8.225,Positive
28760,MS Dhoni,Retweet if as unenthused by this #IPL2018Final as Dhoni.,0.0,Neutral
28855,MS Dhoni,Also - Dhoni calmly sitting in the background and casually biting his nails while his whole team is bouncing on the… https://t.co/IsxUzgcbSG,4.588,Positive
28856,MS Dhoni,"And the ""over -30"" team made it happen.
@ChennaiIPL - The champion
@msdhoni is a miracle of God.
#CSKvSRH… https://t.co/jvstmdDym4",8.689,Positive
28859,MS Dhoni,"Congrats @ChennaiIPL
Watson Rayudu Raina Dhoni You deserve it the way you played through the tournament! 
#IPL2018Final",7.263,Positive
28908,MS Dhoni,"#CSKvsSRH
#IPL2018Final 
#PartyTohBantiHai 
#Watson 
#MSDhoni 
#MSDianForever https://t.co/dBgnvjOUOq",0.0,Neutral
28930,MS Dhoni,Congratulations Legend @msdhoni proud to be a your fan love you #MSD 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 #IPL2018Final #WhistlePodu 😎😎,9.26,Positive
28931,MS Dhoni,"Congratulations @msdhoni &amp; #CSK

#IPL2018Final",5.994000000000001,Positive
28962,MS Dhoni,"RT @ashuagrl: 9 Seasons
9 Playoffs
7 Finals
3 Trophies
1 Team - Chennai Super Kings
1 Captain - Mahendra Singh Dhoni

More Power To You Che…",5.994000000000001,Positive
28967,MS Dhoni,Finally #CSK with the cup. Thanks to @msdhoni @ShaneRWatson33 for the brilliant century. @ChennaiIPL #Yellove… https://t.co/Ug0SNReSzx,7.7170000000000005,Positive
28979,MS Dhoni,Congratulations CSK! My favorite team and captain @msdhoni #IPL2018Final,8.016,Positive
29023,MS Dhoni,"Super Captain #TheLegend MS Dhoni ... Winning a Super Tournament #IPL ... 
#CSK #CSK #CSK #TheChampion...

#IPL2018Final

   :-#tvs.",9.042,Positive
29025,MS Dhoni,Yes!Yes!Yes!  @ChennaiIPL are the 3 time champs🎉🎉🎉.Congrats @msdhoni you really deserve it and Shane Watson for 2nd… https://t.co/kcVA1GjxJQ,0.0,Neutral
29053,MS Dhoni,"There will be series of tweets tonight! EMOTIONS!!
My captain @msdhoni.. My team @ChennaiIPL. ..My first IPL
We are… https://t.co/aV3aTQ3KKo",0.0,Neutral
29077,MS Dhoni,"Listen,
Never Ever underestimate @msdhoni captaincy!!
Ye Cricket ki Dunya Ka Betaaj Badshah Hai 💪😍
#CSKvSRH #IPL2018Final",3.553,Positive
29081,MS Dhoni,"The beginning was fantastic, so the end was to be the best. @ChennaiIPL @msdhoni
#ChennaiSuperKings well played
# IPL2018Final
#dhoni",9.062,Positive
29085,MS Dhoni,#IPL2018Final Shane have no shame for the bowlers @msdhoni @ChennaiIPL #iplfantasyleague  @Sir_akashchopra,-6.486,Negative
29105,MS Dhoni,"26 April 2018 : JERSY No 7 (RONALDO) WON THE WORLD CUP..
.
.
27 APRIL 2018 :
JERSY NO. 7 (DHONI) WON THE WORLD CUP.… https://t.co/5loagtJ0Om",6.9399999999999995,Positive
29112,MS Dhoni,Dhoni's presence in the team is important for India's 2019 campaign. #IPL2018Final #CSKvsSRH,2.023,Positive
29137,MS Dhoni,"#CSK 💃💃 #Dhoni 💪💪💪
#IPL2018Final #VIVOIPL2018 
Winner @msdhoni for d reason
Happy for u thala Dhoni and Congratulat… https://t.co/WVO80o8FDc",8.176,Positive
29146,MS Dhoni,"Congratulations winners..😘🏏
Champions are back😎
#WhistlePodu
#CSKvSRH #IPL2018Final #dhoni",8.074,Positive
29150,MS Dhoni,"CSK Won The #IPL2018Final 
Dhoni won the match The great Indian captain MSDhoni lifted up the #IPL2018Final… https://t.co/A9NXjmZL0Z",9.1,Positive
29173,MS Dhoni,@ChennaiIPL Csk is one tuff team to beat......hats off to ms dhoni for building such a good team.... #CSKvSRH #IPL2018Final,4.404,Positive
29224,MS Dhoni,"#IPL2018Final King will always king #CSK 
#CSKvsSRH #Dhoni congratulation होनी को अनहोनी कर दे अनहोनी को होनी @msdhoni",5.994000000000001,Positive
29245,MS Dhoni,#ChennaiSuperKings #IPL2018Final #Champion #Happy for #MSDhoni #CSKvSRH #VIVOIPL #YelloveFinals #WhistlePodu,0.0,Neutral
29254,MS Dhoni,"9 Seasons
9 Playoffs
7 Finals
3 Trophies
1 Team - Chennai Super Kings
1 Captain - Mahendra Singh #Dhoni

More Power… https://t.co/7yeB9Q15Og",5.994000000000001,Positive
29260,MS Dhoni,RT @Prashan58936989: #IPL2018Final Congratulations Chennai Super Kings @msdhoni #SRHvsCSK https://t.co/r8hScGMtzZ,8.316,Positive
29291,MS Dhoni,What a win @ChennaiIPL 😃 incredible game because of @ShaneRWatson33 🏏   #IPL2018Final #CSK #Shanewatson #MSDhoni… https://t.co/NaSUiQ8MeS,5.859,Positive
29304,MS Dhoni,"RT @LakwarSudhesh: #ChennaiSuperKings wins the #IPL2018Final; beat #SunrisersHyderabad by 8 wickets. #CSKvsSRH #IPLFinal 
@msdhoni @ShaneRW…",5.718999999999999,Positive
29319,MS Dhoni,"Congratulations chennai super kings and caption M.S. Dhoni @msdhoni @ChennaiIPL 

#IPL2018Final #MSDhoni #IPLT20
#CSKvKXIP",8.316,Positive
29330,MS Dhoni,RT @Punisheristaken: @ChennaiIPL Csk is one tuff team to beat......hats off to ms dhoni for building such a good team.... #CSKvSRH #IPL2018…,4.404,Positive
29344,MS Dhoni,"RT @RathorePrincy: Dear @msdhoni ,kindly smile🙏.

You don't even know you n ur team r d reason for thousands of smile today😊

#CSKvSRH 
#IP…",8.074,Positive
29352,MS Dhoni,"Regrettably, the match could not be exciting. Alas, our Dhoni now comes. # IPL2018Final",-5.878,Negative
29366,MS Dhoni,"RT @_bombayish: When you don't know which team you are supporting 🤣

@msdhoni #CSK #SRHvCSK #IPL2018 #IPL2018Final #CSKvsSRH #Wankhede #Che…",4.404,Positive
29369,MS Dhoni,"Congratulations To CSK &amp; MS Dhoni For Amazing Victory, Well Done Watson . #CSKvsSRH

India Won Cricket Won IPL Won… https://t.co/CgM1PnVqBl",9.530999999999999,Positive
29402,MS Dhoni,"@msdhoni is like my dad...he just won - is he happy? Is he sad? 
And he always chooses the most innovative time to… https://t.co/HhNKQCJ7a4",8.848,Positive
29406,MS Dhoni,"RT @BeingNeellii_07: 9 Seasons
9 Playoffs
7 Finals
3 Trophies
1 Team - Chennai Super Kings
1 Captain - Mahendra Singh Dhoni
💪🙏💛
 #IPL2018Fi…",5.994000000000001,Positive
29415,MS Dhoni,laga di WATT SUNrisers #watsontheherooffinal2018 #IPL2018Final #ChennaiSuperKings #CSKvsSRH #Chennai #dhonithekingofipl,0.0,Neutral
29427,MS Dhoni,Congratulations @msdhoni for winning 11th IPL league and particurly 3rd IPL trophy... https://t.co/XkQBF9LV72,8.074,Positive
29431,MS Dhoni,"RT @Oyevivekk: M.S Dhoni Right Now ❤
#IPL2018Final https://t.co/craoE58fKM",0.0,Neutral
29436,MS Dhoni,RT @tarun_0707: THERE IS AND THERE ALWAYS WILL BE ONLY ONE KING IN THE JUNGLE @ChennaiIPL @msdhoni #SRHvCSK #IPL2018Final https://t.co/5yG1…,0.0,Neutral
29439,MS Dhoni,RT @Asi_Tarak: Congratulations Legend @msdhoni proud to be a your fan love you #MSD 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 #IPL2018Final #WhistlePodu 😎😎,9.26,Positive
29451,MS Dhoni,"RT @AnkitM03: Kane Williamson: This Years Trophy Is Mine.. #IPL2018Final 

MS Dhoni: https://t.co/3zq8loNgbR",0.0,Neutral
29463,MS Dhoni,"RT @sonalSalmanK: Dhoni is getting back to the gentleman’s game. That calmness, no excitement. He is the best captain ever - @BeingSalmanKh…",8.36,Positive
29479,MS Dhoni,#Perfect run chase  #CSK #congratz to @msdhoni #ultra cool #Thala #IPL2018Final,3.182,Positive
29480,MS Dhoni,"RT @ProPankaj_: Bravo is a champion.

Dhoni is a champion.

Watson is a Champion.

CSK is a Champion.

Champion... Champion... 🙌🙌
#IPL2018F…",9.485,Positive
29502,MS Dhoni,"🏆🏆🏆
Final number 7
Cup number 3
one man Thala Dhoni
one team ""CSK""

#CSKvSRH
#IPL2018Final 
#IPL2018",1.5310000000000001,Positive
29508,MS Dhoni,Dhoni did not say anything to the captain Yaad Rakhna #CSKvsSRH # IPL2018Final,0.0,Neutral
29509,MS Dhoni,"Frankly, a win doesn't feel like a win without Dhoni winning it or playing an innings #IPL2018Final #CSKvSRH",6.720000000000001,Positive
29510,MS Dhoni,"Give him any team. He will come back home with Cup 🏆 .. #Dhoni 😍😘🔥

#CSKvsSRH #IPL2018Final @ChennaiIPL @SunRisers",0.0,Neutral
29511,MS Dhoni,#Dhoni for captain 2019 world cup. #IPL2018 #IPL2018Final #CSKvSRH #SRHvCSK,0.0,Neutral
29513,MS Dhoni,"Champions...! @ChennaiIPL
@msdhoni
#IPL2018Final #CSKvSRH @IPL https://t.co/MirfRoLwnF",0.0,Neutral
29515,MS Dhoni,Congratulations to CSK on winning IPL for 3rd time. I am not Dhoni fan yet he desrves lot of credit on way he led t… https://t.co/FuxY5Q9dO6,8.376,Positive
29516,MS Dhoni,"@ShaneRWatson33  @SunRisers  #KaneWilliamson 
@ChennaiIPL @msdhoni
@IPL
Ultimately there's only one winner!… https://t.co/TCcguQjPuL",0.0,Neutral
29521,MS Dhoni,"Lot of Respect for this man, happy to see him lifting the Trophy #CSKvSRH #IPL2018Final . Dhoni Dhoni https://t.co/LvPzf48vUY",7.7829999999999995,Positive
29523,MS Dhoni,Congrats Team Dhoni https://t.co/Qp4BpiFzr9,5.2669999999999995,Positive
29537,MS Dhoni,Congratulations CSK... I was supporting SRH..but you deserve it @msdhoni @ShaneRWatson33 @RayuduAmbati  Take a bow… https://t.co/nEh9gi6acZ,7.7829999999999995,Positive
29542,MS Dhoni,"Where are the guys from Mahendra Singh Dhoni who have been left out of the team?
#CSKvSRH # IPL2018Final #Champions",0.0,Neutral
29590,MS Dhoni,"CSK was Criticised as Senior Team... Dhoni Was Criticised..
Their Auction was Criticised.. 

They Broke everything… https://t.co/byDcXbZkY5",-6.808,Negative
29604,MS Dhoni,Rei Entry Allu Seesa .. Rei Entryna is like this .. Lost and Jais. That silence is Dhoni's feature .. https://t.co/SdDfgupI7Q,0.516,Positive
29612,MS Dhoni,"Yessssss
Yippi #Dhoni #Dhoni ✌✌✌✌✌
#CSK #WhistlePodu #IPL2018Final #YelloveFinals",0.0,Neutral
29655,MS Dhoni,RT @itzKrishanu: Dhoni's presence in the team is important for India's 2019 campaign. #IPL2018Final #CSKvsSRH,2.023,Positive
29667,MS Dhoni,"Whether it is the team of IPL or India's team, if they are Dhoni's team!
Whether it is a cup of tea or an IPL or a World Cup ... https://t.co/bvo9zH5oCZ",0.0,Neutral
29670,MS Dhoni,Cheers for #csk !!! #Watson is fantastic tonight! Congrats @CskIPLTeam @msdhoni #IPL2018Final #IPL2018 #CSKvsSRH,9.056,Positive
29672,MS Dhoni,"#IPL2018Final  #CSKvSRH  

Watson - 117 
Raina - 32 
Dhoni - didn't even bat 

Dhonas - CSK won because of dhoni . He is god !!!",7.7010000000000005,Positive
29712,MS Dhoni,"Congrats Dhoni. Congrats CSK. Congrats CSK fans. And fuck you Watson. Fuck you mate.
#WasSupportingSRH 
#CSKvSRH #IPL2018Final #IPL",4.939,Positive
29736,MS Dhoni,Shows MS Dhoni could have easily carried on as Indian limited-overs skipper. That he gave it up shows his reading o… https://t.co/J9F8NCW6T7,3.4000000000000004,Positive
29740,MS Dhoni,Fireworks is on fire in my street  &amp;  it's not chennai it's RAJASTHAN... Power of MSD.. #IPL2018Final #Dhoni,-3.4000000000000004,Negative
29747,MS Dhoni,"RT @jokebazz: If this Black magic thing is real, Williamson just evil eyed Dhoni. Dhoni gonna break his shoulder tonight😢😭 #IPL2018Final #C…",-6.5969999999999995,Negative
29750,MS Dhoni,#IPL2018Final welcome back #CSK to IPL. Its the tournament were all team come to play against #MSDhoni co. Great Game Great Show....,9.274000000000001,Positive
29751,MS Dhoni,From Being called a team of senior citizens to IPL champions.. there is definitely something magical about Dhoni's… https://t.co/YgkvSaCRBS,4.019,Positive
29764,MS Dhoni,"#CSKvSRH
#IPL2018Final
Thala!!! 💛
@msdhoni https://t.co/s17xEXtkHV",0.0,Neutral
29769,MS Dhoni,"Politics me MODI
Aur
Cricket me 
DHONI Enough ..
#ENOUGH #IPL2018Final #CSKvSRH #CSK #Dhoni @narendramodi
@BJP4India @msdhoni",0.0,Neutral
29779,MS Dhoni,"What a leader Dhoni is. Calm,composed , doesn't let biases kick in,always thinking &amp; more importantly always antici… https://t.co/Ts8fUyrS2b",3.8040000000000003,Positive
29789,MS Dhoni,"27 January  2003 - Dhoni played his first match for Jharkhand
27 February 2004 - Dhoni played 1st match for India
2… https://t.co/zxR4Q868AO",5.859,Positive
29802,MS Dhoni,"Nine seasons, seven finals, three titles #Dhoni #WhistlePodu  #no7
CSK now level with Mumbai Indians 

 #CSKvSRH… https://t.co/9ORkJuqZwM",0.0,Neutral
29806,MS Dhoni,"CSK returned after 2 years and returned ... CHAMPION
@msdhoni @shanewat
# IPL2018Final
# IPL2018 #CSKvSRH https://t.co/dk2nhhQYx0",6.841,Positive
29827,MS Dhoni,#IPL2018Final is a reminder to the likes of Goenkas who tried belittling the Greats like Dhoni and Watson. And to t… https://t.co/AFMf3O7rU5,6.486,Positive
29837,MS Dhoni,A master class performance by MS Dhoni and his team as always. #IPLfinal2018 https://t.co/tBgiJXUDLZ,0.0,Neutral
29840,MS Dhoni,"RT @inclusivemind: Lot of Respect for this man, happy to see him lifting the Trophy #CSKvSRH #IPL2018Final . Dhoni Dhoni https://t.co/LvPzf…",7.7829999999999995,Positive
29859,MS Dhoni,Congratulations The MS Dhoni. You deserve to be on top and you showed your class in the entire tournament. Shane Wa… https://t.co/sDqiqfiO7q,6.9079999999999995,Positive
29870,MS Dhoni,"My cup is my cup, none of your cup...
#Dhoni
#IPL2018Final
#CSKvSRH",0.0,Neutral
29875,MS Dhoni,"RT @SyyedAaftab: 27 January  2003 - Dhoni played his first match for Jharkhand
27 February 2004 - Dhoni played 1st match for India
27 March…",5.859,Positive
29878,MS Dhoni,"Today at IPL Final Toss, @msdhoni spins the Coin - Williamson ""Tails"" - coin falls Heads - Dhoni Wins.
Sanjay Manje… https://t.co/lOaRaXMlta",5.718999999999999,Positive
29887,MS Dhoni,"RT @narendramodi177: Congratulations To CSK &amp; MS Dhoni For Amazing Victory, Well Done Watson . #CSKvsSRH

India Won Cricket Won IPL Won
#IP…",9.678,Positive
29899,MS Dhoni,Incredible @msdhoni #Dhoni #MSDhoni #IPL2018Final #CSKvSRH https://t.co/wIyEjW0yHw,0.0,Neutral
29901,MS Dhoni,"No one can inspire his/her team more than @msdhoni, the way he inspires his team and all of us is amazing. 
#IPL2018Final",8.481,Positive
29907,MS Dhoni,Dai ithula 1 kuda unga best vangala... Aipom yathuku da nega vanthu pesuthiga #Dhoni #IPL2018Final https://t.co/dHE7grqwpo,6.369,Positive
29911,MS Dhoni,"RT @PTyagi96: U can be Rashid Khan(Best bowler)
U can be Kane Williamson (orange cap winner)

But u can never be MAHENDRA SINGH DHONI! 
Wel…",0.0,Neutral
29912,MS Dhoni,Cool Captain #Dhoni https://t.co/DqdvPVGKbr,3.182,Positive
29918,MS Dhoni,#CSK #CSKvSRH #IPL2018Final #IPL2018Finals #Dhoni #SRH https://t.co/hAU2db3iaO,0.0,Neutral
29935,MS Dhoni,@mssirsa @narendramodi @msdhoni @ChennaiIPL #SatsKvsSRH # IPL2018Final for whom Modi ji and Dhoni have borne,0.0,Neutral
29943,MS Dhoni,"RT @BeingPrem_: 9 Seasons.. 😎
9 Playoffs..😎
7 Finals..😎
""3 TROPHIES.. 😍😘""
1 Team - Chennai Super Kings
1 Captain - Mahendra Singh Dhoni
1 #…",5.994000000000001,Positive
29956,MS Dhoni,"#IPL2018Final
#CSKvSRH 
we won @msdhoni  congratulations bro https://t.co/RVwxcrq4C8",8.225,Positive
29965,MS Dhoni,"@Ra_Bies Wanted to see Dhoni hitting six winning the game, but really Happy to see CSK Winning #IPL2018Final and Dhoni lifting the trophy.",9.23,Positive
29966,MS Dhoni,"DHONI WON = Makes me feel like INDIA WON. ♥️

Everyone is jumping &amp; happy but look at our ""Captain Cool"" how he is… https://t.co/sxSR9WmpxK",8.881,Positive
29978,MS Dhoni,"9 Seasons
9 Playoffs
7 Finals
3 Trophies
1 Team - Chennai Super Kings
1 Captain - Mahendra Singh Dhoni

More Power… https://t.co/Fqbr0hq5r2",5.994000000000001,Positive
30012,MS Dhoni,"RT @SourabhSanghi: #CSK ka jeetna to definite tha ! 🤣✌️

#Dhoni
#MSDhoni
#CSKvSRH
#IPL2018Final https://t.co/8fCNDsKBV0",3.382,Positive
30072,MS Dhoni,"Worst #IPL for me 😂 #SRHvCSK  #IPL2018Final 
Respect Dhoni Respect Rashid",2.732,Positive
30075,MS Dhoni,@ChennaiIPL @IPL whatta winnings from watto @ShaneRWatson33 👍💐 congrats to @msdhoni winning third title… https://t.co/wG1rTQ3Shf,8.834,Positive
30108,MS Dhoni,@Dream11 hey please change Your ads...there is one and only one DHONI @msdhoni @IPL @ChennaiIPL #IPL2018Final #CSK #IPL2018,3.182,Positive
30111,MS Dhoni,Awesome performance by @ShaneRWatson33 #IPL2018Finals #CSKvSRH #CSKWins @msdhoni https://t.co/7NmIWLDGAC,6.2490000000000006,Positive
30113,MS Dhoni,How can someone be that calm? @msdhoni you are more chilled and more solid than Himalayas. Just fabulous. #CSKvSRH #IPL2018 #IPL2018Final,7.645,Positive
30144,MS Dhoni,"MS Dhoni Cool as a cucumber!
Just gave a 👍🏼 and walked off coolly.
Dhoni can give the term cool a run for its money… https://t.co/2X2P51pFPi",5.9830000000000005,Positive
30165,MS Dhoni,#IPL2018Final #CSKvSRH winner @ChennaiIPL congrats @msdhoni @ShaneRWatson33 ...And @SunRisers you won our heart wit… https://t.co/rwyU9cfRoR,8.979000000000001,Positive
30170,MS Dhoni,#CSKwins #IPL2018Final and #Dhoni proves his leadership and form. Amazing season.,5.859,Positive
30183,MS Dhoni,"King is back..... love u @msdhoni 

#MSDhoni #IPL2018Final https://t.co/6bRz4dW1f0",6.369,Positive
30185,MS Dhoni,The smile is that smile 💞😍 #Dhoni # IPL2018Final #CSK #CSKvSRH,6.1240000000000006,Positive
30212,MS Dhoni,@cricketaakash Aakash bhai @msdhoni ka Interview in Hindi #AAKASHWANI #CSKvSRH #CSK #IPL2018FINAL,0.0,Neutral
30226,MS Dhoni,"Once a captain, always a captain. MS Dhoni makes another cup to his name! #IPL2018Winner #CSK #WhistlePodu and… https://t.co/wktOYUFfjT",0.0,Neutral
30248,MS Dhoni,"RT @VIPER_Talks: Captains with most IPL Final wins:

3 - Rohit Sharma (3 finals)
3 - MS DHONI (7 finals)

#IPL2018 #IPL2018Final https://t.…",6.077,Positive
30253,MS Dhoni,"Virat failed
Rohit failed 
#Dhoni didn't 😎
Captain Cool 
#IPL2018Final  #CSKvSRH #SRHvCSK",-8.206,Negative
30262,MS Dhoni,"Chen-nai SU-PER KINGS !!!!!
 Congratulations!!!
í ¼í¿í ¼í¿í ½í²¯í ½í²ªí ¼í¿¾í ½í¹í ¼í¿½í ¾í´© #IPL2018Final  @msdhoni",7.243,Positive
